file	date	bottle	composition_id	temperature_treatment	magnification	dilution_factor	sample	video
20201120_00002	9999.99.99	b_15	c_15	constant	16	1	1	2
20201120_00003	9999.99.99	b_15	c_15	constant	16	1	1	3
20201120_00004	9999.99.99	b_16	c_16	constant	16	1	1	1
20201120_00005	9999.99.99	b_16	c_16	constant	16	1	1	2
20201120_00006	9999.99.99	b_16	c_16	constant	16	1	1	3
20201121_00001	9999.99.99	b_17	c_01	increasing	16	1	1	1
20201121_00002	9999.99.99	b_17	c_01	increasing	16	1	1	2
20201121_00003	9999.99.99	b_17	c_01	increasing	16	1	1	3
20201121_00004	9999.99.99	b_18	c_02	increasing	16	1	1	1
20201121_00005	9999.99.99	b_18	c_02	increasing	16	1	1	2
20201121_00006	9999.99.99	b_18	c_02	increasing	16	1	1	3
20201122_00001	9999.99.99	b_19	c_03	increasing	16	1	1	1
20201122_00002	9999.99.99	b_19	c_03	increasing	16	1	1	2
20201122_00003	9999.99.99	b_19	c_03	increasing	16	1	1	3
20201122_00004	9999.99.99	b_20	c_04	increasing	16	1	1	1
20201122_00005	9999.99.99	b_20	c_04	increasing	16	1	1	2
20201122_00006	9999.99.99	b_20	c_04	increasing	16	1	1	3
20201123_00001	9999.99.99	b_21	c_05	increasing	16	1	1	1
20201123_00002	9999.99.99	b_21	c_05	increasing	16	1	1	2
20201123_00003	9999.99.99	b_21	c_05	increasing	16	1	1	3
20201123_00004	9999.99.99	b_22	c_06	increasing	16	1	1	1
20201123_00005	9999.99.99	b_22	c_06	increasing	16	1	1	2
20201123_00006	9999.99.99	b_22	c_06	increasing	16	1	1	3
20201125_00001	9999.99.99	b_23	c_07	increasing	16	1	1	1
20201125_00002	9999.99.99	b_23	c_07	increasing	16	1	1	2
20201125_00003	9999.99.99	b_23	c_07	increasing	16	1	1	3
20201125_00004	9999.99.99	b_24	c_08	increasing	16	1	1	1
20201125_00005	9999.99.99	b_24	c_08	increasing	16	1	1	2
20201125_00006	9999.99.99	b_24	c_08	increasing	16	1	1	3
20201126_00001	9999.99.99	b_25	c_09	increasing	16	1	1	1
20201126_00002	9999.99.99	b_25	c_09	increasing	16	1	1	2
20201126_00003	9999.99.99	b_25	c_09	increasing	16	1	1	3
20201126_00004	9999.99.99	b_26	c_10	increasing	16	1	1	1
20201126_00005	9999.99.99	b_26	c_10	increasing	16	1	1	2
20201126_00006	9999.99.99	b_26	c_10	increasing	16	1	1	3
20201126_00007	9999.99.99	b_27	c_11	increasing	16	1	1	1
20201126_00008	9999.99.99	b_27	c_11	increasing	16	1	1	2
20201126_00009	9999.99.99	b_27	c_11	increasing	16	1	1	3
20201126_00010	9999.99.99	b_28	c_12	increasing	16	1	1	1
20201126_00011	9999.99.99	b_28	c_12	increasing	16	1	1	2
20201126_00012	9999.99.99	b_28	c_12	increasing	16	1	1	3
20201126_00013	9999.99.99	b_29	c_13	increasing	16	1	1	1
20201126_00014	9999.99.99	b_29	c_13	increasing	16	1	1	2
20201126_00015	9999.99.99	b_29	c_13	increasing	16	1	1	3
20201127_00001	9999.99.99	b_30	c_14	increasing	16	1	1	1
20201127_00002	9999.99.99	b_30	c_14	increasing	16	1	1	2
20201127_00003	9999.99.99	b_30	c_14	increasing	16	1	1	3
20201127_00004	9999.99.99	b_31	c_15	increasing	16	1	1	1
20201127_00005	9999.99.99	b_31	c_15	increasing	16	1	1	2
20201127_00006	9999.99.99	b_31	c_15	increasing	16	1	1	3
20201127_00007	9999.99.99	b_32	c_16	increasing	16	1	1	1
20201127_00008	9999.99.99	b_32	c_16	increasing	16	1	1	2
20201127_00009	9999.99.99	b_32	c_16	increasing	16	1	1	3
